	Z1	Z2	Z3	n1	n2	n3	Eneg1	Eneg2	Eneg3	Sp_gr	Formulae	Volume
4185	5	8	3	4.0	10.0	8.0	2.04	3.44	0.98	2	Li8 B4 O10	196.884282964
4186	6	5	67	8.0	16.0	8.0	2.55	2.04	1.23	135	Ho8 B16 C8	341.168634544
4187	11	16	5	8.0	20.0	8.0	0.93	2.58	2.04	62	Na8 B8 S20	807.000413452
4188	21	5	17	8.0	2.0	12.0	1.36	2.04	3.16	55	Sc8 B2 Cl12	531.809960994
4189	5	8	25	4.0	20.0	12.0	2.04	3.44	1.55	55	Mn12 B4 O20	390.974717212
4190	6	5	57	38.0	28.0	30.0	2.55	2.04	1.1	14	La30 B28 C38	1474.05759155
4191	6	5	58	48.0	36.0	40.0	2.55	2.04	1.12	92	Ce40 B36 C48	1706.98593422
4192	6	5	58	40.0	32.0	40.0	2.55	2.04	1.12	33	Ce40 B32 C40	1660.79029028
4193	39	5	35	16.0	4.0	24.0	1.22	2.04	2.96	15	Y16 B4 Br24	1301.79913363
4194	5	34	37	18.0	18.0	8.0	2.04	2.55	0.82	2	Rb8 B18 Se18	1153.42562503
4195	64	5	26	16.0	56.0	56.0	1.2	2.04	1.83	56	Gd16 Fe56 B56	1323.72627996
4196	42	5	26	1.0	4.0	2.0	2.16	2.04	1.83	71	Fe2 B4 Mo1	58.2959086711
4197	44	12	5	10.0	4.0	8.0	2.2	1.31	2.04	55	Mg4 B8 Ru10	251.654953261
4198	6	69	5	8.0	8.0	16.0	2.55	1.25	2.04	135	Tm8 B16 C8	332.933515297
4199	42	5	90	2.0	8.0	2.0	2.16	2.04	1.3	65	Th2 B8 Mo2	136.831014325
4200	41	5	27	4.0	8.0	4.0	1.6	2.04	1.88	62	Nb4 Co4 B8	154.832300896
4201	6	5	66	8.0	16.0	8.0	2.55	2.04	1.22	135	Dy8 B16 C8	345.27205143
4202	6	5	71	8.0	16.0	8.0	2.55	2.04	1.27	135	Lu8 B16 C8	326.305647829
4203	5	72	77	4.0	6.0	10.0	2.04	1.3	2.2	127	Hf6 B4 Ir10	292.474030119
4204	59	6	5	2.0	4.0	4.0	1.13	2.55	2.04	127	Pr2 B4 C4	113.399802103
4205	28	5	58	21.0	6.0	2.0	1.91	2.04	1.12	225	Ce2 Ni21 B6	305.032387927
4206	63	5	77	2.0	8.0	8.0	0.0	2.04	2.2	86	Eu2 B8 Ir8	235.994343584
4207	6	5	65	8.0	16.0	8.0	2.55	2.04	0.0	135	Tb8 B16 C8	349.68151812
4208	27	5	92	21.0	6.0	2.0	1.88	2.04	1.38	225	U2 Co21 B6	298.591717831
4209	5	27	40	6.0	21.0	2.0	2.04	1.88	1.33	225	Zr2 Co21 B6	296.415419767
4210	59	5	17	16.0	14.0	14.0	1.13	2.04	3.16	2	Pr16 B14 Cl14	925.315350365
4211	51	5	27	2.0	6.0	21.0	2.05	2.04	1.88	225	Co21 B6 Sb2	294.11930354
4212	81	5	8	8.0	40.0	64.0	1.62	2.04	3.44	61	Tl8 B40 O64	1383.45569489
4213	5	8	37	12.0	20.0	4.0	2.04	3.44	0.82	19	Rb4 B12 O20	486.515574158
4214	64	5	8	6.0	6.0	18.0	1.2	2.04	3.44	155	Gd6 B6 O18	347.243655275
4215	5	71	26	4.0	8.0	56.0	2.04	1.27	1.83	136	Lu8 Fe56 B4	891.327581541
4216	63	5	8	4.0	4.0	12.0	0.0	2.04	3.44	2	Eu4 B4 O12	251.787735191
4217	5	8	37	38.0	62.0	10.0	2.04	3.44	0.82	15	Rb10 B38 O62	1442.40024038
4218	5	8	94	1.0	3.0	1.0	2.04	3.44	1.28	221	Pu1 B1 O3	45.2299191963
4219	5	65	35	2.0	10.0	15.0	2.04	0.0	2.96	2	Tb10 B2 Br15	802.753305478
4220	28	5	67	2.0	28.0	8.0	1.91	2.04	1.23	128	Ho8 Ni2 B28	388.460219252
4221	5	65	35	4.0	16.0	24.0	2.04	0.0	2.96	15	Tb16 B4 Br24	1316.25791606
4222	5	45	50	2.0	12.0	8.0	2.04	2.28	1.96	194	Sn8 B2 Rh12	387.388143746
4223	28	5	60	2.0	20.0	4.0	1.91	2.04	1.14	55	Nd4 Ni2 B20	265.708905347
4224	59	5	27	5.0	6.0	19.0	1.13	2.04	1.88	191	Pr5 Co19 B6	378.941150935
4225	5	65	35	4.0	16.0	23.0	2.04	0.0	2.96	12	Tb16 B4 Br23	1280.25716973
4226	81	5	34	6.0	6.0	20.0	1.62	2.04	2.55	2	Tl6 B6 Se20	871.295328258
4227	81	5	34	4.0	4.0	14.0	1.62	2.04	2.55	15	Tl4 B4 Se14	617.868539328
4228	1	20	5	16.0	2.0	4.0	2.2	1.0	2.04	77	Ca2 B4 H16	202.021616609
4229	16	5	19	12.0	4.0	12.0	2.58	2.04	0.82	14	K12 B4 S12	765.559750124
4230	5	56	34	8.0	14.0	26.0	2.04	0.89	2.55	15	Ba14 B8 Se26	1453.33771547
4231	41	5	6	7.0	6.0	3.0	1.6	2.04	2.55	65	Nb7 B6 C3	171.488091205
4232	16	5	37	12.0	4.0	12.0	2.58	2.04	0.82	14	Rb12 B4 S12	868.556107939
4233	5	57	7	16.0	24.0	40.0	2.04	1.1	3.04	14	La24 B16 N40	1101.97557466
4234	5	8	66	12.0	36.0	12.0	2.04	3.44	1.22	2	Dy12 B12 O36	625.789637173
4235	5	8	37	28.0	48.0	12.0	2.04	3.44	0.82	2	Rb12 B28 O48	1199.63975366
4236	5	8	37	40.0	64.0	8.0	2.04	3.44	0.82	61	Rb8 B40 O64	1417.56156671
4237	38	5	8	6.0	4.0	12.0	0.95	2.04	3.44	167	Sr6 B4 O12	308.474730992
4238	6	5	71	4.0	4.0	2.0	2.55	2.04	1.27	127	Lu2 B4 C4	97.2940015445
4239	81	5	8	12.0	24.0	42.0	1.62	2.04	3.44	2	Tl12 B24 O42	1105.58898698
4240	28	5	69	21.0	6.0	2.0	1.91	2.04	1.25	225	Tm2 Ni21 B6	300.520684051
4241	14	5	8	1.0	1.0	3.0	1.9	2.04	3.44	221	Si1 B1 O3	37.1346328585
4242	12	5	77	10.0	16.0	19.0	1.31	2.04	2.2	217	Mg10 B16 Ir19	602.845563604
4243	28	5	66	14.0	4.0	6.0	1.91	2.04	1.22	194	Dy6 Ni14 B4	318.202924222
4244	39	6	5	2.0	2.0	2.0	1.22	2.55	2.04	65	Y2 B2 C2	113.324011077
4245	5	80	8	32.0	8.0	56.0	2.04	2.0	3.44	61	Hg8 B32 O56	1103.7437332
4246	38	16	5	3.0	12.0	6.0	0.95	2.58	2.04	148	Sr3 B6 S12	487.545046749
4247	5	67	8	12.0	8.0	30.0	2.04	1.23	3.44	15	Ho8 B12 O30	483.490974835
4248	27	5	60	11.0	4.0	3.0	1.88	2.04	1.14	191	Nd3 Co11 B4	221.976488835
4249	19	5	8	8.0	40.0	64.0	0.82	2.04	3.44	61	K8 B40 O64	1614.65844318
4250	16	5	35	12.0	12.0	12.0	2.58	2.04	2.96	14	B12 S12 Br12	1245.31848169
4251	6	5	65	4.0	4.0	2.0	2.55	2.04	0.0	127	Tb2 B4 C4	103.386131216
4252	6	5	67	4.0	4.0	2.0	2.55	2.04	1.23	127	Ho2 B4 C4	101.145943731
4253	5	27	8	32.0	8.0	56.0	2.04	1.88	3.44	61	Co8 B32 O56	1011.72587338
4254	59	5	8	2.0	6.0	12.0	1.13	2.04	3.44	15	Pr2 B6 O12	211.471266513
4255	28	5	60	24.0	6.0	6.0	1.91	2.04	1.14	1	Nd6 Ni24 B6	458.813076774
4256	44	5	71	16.0	16.0	4.0	2.2	2.04	1.27	142	Lu4 B16 Ru16	417.326513152
4257	39	5	77	2.0	8.0	8.0	1.22	2.04	2.2	86	Y2 B8 Ir8	233.2771943
4258	5	50	8	1.0	1.0	3.0	2.04	1.96	3.44	221	Sn1 B1 O3	42.6124547695
4259	30	5	8	1.0	1.0	3.0	1.65	2.04	3.44	221	Zn1 B1 O3	38.5735484989
4260	44	5	69	3.0	2.0	1.0	2.2	2.04	1.25	191	Tm1 B2 Ru3	78.9962843657
4261	6	5	60	20.0	20.0	20.0	2.55	2.04	1.14	19	Nd20 B20 C20	882.619307008
4262	81	5	9	4.0	4.0	16.0	1.62	2.04	3.98	62	Tl4 B4 F16	401.449111567
4263	5	26	62	16.0	4.0	4.0	2.04	1.83	1.17	55	Sm4 Fe4 B16	236.60358372
4264	59	6	5	20.0	20.0	8.0	1.13	2.55	2.04	130	Pr20 B8 C20	835.819461383
4265	20	5	8	8.0	24.0	44.0	1.0	2.04	3.44	14	Ca8 B24 O44	763.27743567
4266	5	45	57	1.0	3.0	1.0	2.04	2.28	1.1	221	La1 B1 Rh3	78.9684453532
4267	5	8	58	12.0	24.0	4.0	2.04	3.44	1.12	29	Ce4 B12 O24	362.425827628
4268	24	5	67	2.0	14.0	6.0	1.66	2.04	1.23	63	Ho6 Cr2 B14	251.769178839
4269	20	5	8	12.0	24.0	48.0	1.0	2.04	3.44	205	Ca12 B24 O48	750.702471236
4270	5	45	62	1.0	3.0	1.0	2.04	2.28	1.17	221	Sm1 B1 Rh3	76.3452758862
4271	28	14	5	6.0	2.0	1.0	1.91	1.9	2.04	189	Si2 Ni6 B1	92.4335926663
4272	27	5	60	14.0	6.0	4.0	1.88	2.04	1.14	191	Nd4 Co14 B6	289.621293655
4273	39	5	77	1.0	2.0	3.0	1.22	2.04	2.2	191	Y1 B2 Ir3	81.7753424186
4274	5	8	37	1.0	3.0	1.0	2.04	3.44	0.82	221	Rb1 B1 O3	50.39389135
4275	1	5	11	4.0	1.0	1.0	2.2	2.04	0.93	216	Na1 B1 H4	55.7122683227
4276	55	5	8	4.0	36.0	56.0	0.79	2.04	3.44	17	Cs4 B36 O56	1263.93123739
4277	28	5	68	14.0	4.0	6.0	1.91	2.04	1.24	194	Er6 Ni14 B4	313.719210222
4278	6	69	5	4.0	2.0	4.0	2.55	1.25	2.04	127	Tm2 B4 C4	98.9587109427
4279	19	5	34	24.0	54.0	54.0	0.82	2.04	2.55	1	K24 B54 Se54	3301.9892364
4280	21	6	5	4.0	8.0	8.0	1.36	2.55	2.04	55	Sc4 B8 C8	186.069831185
4281	5	67	8	48.0	16.0	96.0	2.04	1.23	3.44	62	Ho16 B48 O96	1462.72517136
4282	5	8	68	48.0	96.0	16.0	2.04	3.44	1.24	62	Er16 B48 O96	1451.66380103
4283	5	71	8	48.0	16.0	96.0	2.04	1.27	3.44	62	Lu16 B48 O96	1424.87913224
4284	5	69	8	48.0	16.0	96.0	2.04	1.25	3.44	62	Tm16 B48 O96	1437.27375744
4285	16	5	20	48.0	24.0	12.0	2.58	2.04	1.0	205	Ca12 B24 S48	1423.61916282
4286	19	5	8	8.0	16.0	28.0	0.82	2.04	3.44	2	K8 B16 O28	649.860353454
4287	5	26	68	2.0	8.0	2.0	2.04	1.83	1.24	191	Er2 Fe8 B2	154.574968122
4288	12	5	76	2.0	8.0	6.0	1.31	2.04	2.2	63	Mg2 B8 Os6	170.694886879
4289	27	5	92	8.0	8.0	2.0	1.88	2.04	1.38	137	U2 Co8 B8	174.572140111
4290	20	5	76	2.0	5.0	3.0	1.0	2.04	2.2	5	Ca2 B5 Os3	142.29959231
4291	51	5	8	4.0	20.0	40.0	2.05	2.04	3.44	14	B20 Sb4 O40	800.583191723
4292	42	5	26	4.0	4.0	2.0	2.16	2.04	1.83	127	Fe2 B4 Mo4	115.337449914
4293	16	5	37	18.0	18.0	8.0	2.58	2.04	0.82	2	Rb8 B18 S18	1028.87379374
4294	5	56	8	32.0	8.0	56.0	2.04	0.89	3.44	14	Ba8 B32 O56	1143.09172377
4295	5	65	8	48.0	16.0	96.0	2.04	0.0	3.44	62	Tb16 B48 O96	1479.1788294
4296	63	5	76	2.0	5.0	3.0	0.0	2.04	2.2	5	Eu2 B5 Os3	144.781142554
4297	27	5	60	8.0	8.0	2.0	1.88	2.04	1.14	86	Nd2 Co8 B8	189.365299348
4298	11	5	8	6.0	14.0	24.0	0.93	2.04	3.44	2	Na6 B14 O24	483.896494862
4299	5	60	26	12.0	8.0	92.0	2.04	1.14	1.83	220	Nd8 Fe92 B12	1394.47153722
4300	39	5	26	8.0	4.0	56.0	1.22	2.04	1.83	136	Y8 Fe56 B4	909.682729751
4301	28	5	68	28.0	12.0	4.0	1.91	2.04	1.24	141	Er4 Ni28 B12	453.347418639
4302	11	5	34	16.0	36.0	36.0	0.93	2.04	2.55	14	Na16 B36 Se36	1899.59082909
4303	28	5	70	4.0	16.0	4.0	1.91	2.04	0.0	55	Yb4 Ni4 B16	226.219947588
4304	15	16	5	1.0	4.0	1.0	2.19	2.58	2.04	23	B1 P1 S4	175.1909436
4305	5	26	67	2.0	2.0	1.0	2.04	1.83	1.23	139	Ho1 Fe2 B2	60.473342553
4306	5	27	68	2.0	2.0	1.0	2.04	1.88	1.24	139	Er1 Co2 B2	57.7462109286
4307	44	5	60	3.0	2.0	1.0	2.2	2.04	1.14	191	Nd1 B2 Ru3	81.9416739433
4308	5	27	62	2.0	2.0	1.0	2.04	1.88	1.17	139	Sm1 Co2 B2	62.2692490519
4309	5	27	66	2.0	2.0	1.0	2.04	1.88	1.22	139	Dy1 Co2 B2	59.1591240772
4310	5	27	67	2.0	2.0	1.0	2.04	1.88	1.23	139	Ho1 Co2 B2	58.5253956547
4311	63	5	45	3.0	6.0	8.0	0.0	2.04	2.28	69	Eu3 B6 Rh8	235.582645307
4312	44	5	65	3.0	2.0	1.0	2.2	2.04	0.0	191	Tb1 B2 Ru3	80.0901662301
4313	5	27	74	6.0	21.0	2.0	2.04	1.88	2.36	225	Co21 B6 W2	286.38788873
4314	5	45	71	1.0	3.0	1.0	2.04	2.28	1.27	221	Lu1 B1 Rh3	72.8347434255
4315	5	56	8	32.0	4.0	52.0	2.04	0.89	3.44	91	Ba4 B32 O52	1022.03404376
4316	5	8	37	6.0	12.0	6.0	2.04	3.44	0.82	167	Rb6 B6 O12	409.177550519
4317	64	5	8	4.0	8.0	18.0	1.2	2.04	3.44	2	Gd4 B8 O18	291.713993949
4318	16	5	56	26.0	8.0	14.0	2.58	2.04	0.89	15	Ba14 B8 S26	1286.1843452
4319	48	5	9	8.0	16.0	64.0	1.69	2.04	3.98	61	Cd8 B16 F64	1117.63217302
4320	5	71	8	20.0	12.0	48.0	2.04	1.27	3.44	53	Lu12 B20 O48	732.573431647
4321	5	8	68	20.0	48.0	12.0	2.04	3.44	1.24	53	Er12 B20 O48	751.521796579
4322	5	69	8	20.0	12.0	48.0	2.04	1.25	3.44	53	Tm12 B20 O48	743.600518066
4323	5	8	57	12.0	24.0	4.0	2.04	3.44	1.1	14	La4 B12 O24	371.951858726
4324	12	5	14	4.0	48.0	8.0	1.31	2.04	1.9	62	Mg4 Si8 B48	567.257120386
4325	5	8	22	48.0	104.0	20.0	2.04	3.44	1.54	142	Ti20 B48 O104	1419.69427951
4326	5	40	8	8.0	4.0	20.0	2.04	1.33	3.44	14	Zr4 B8 O20	283.140994908
4327	38	5	8	8.0	64.0	104.0	0.95	2.04	3.44	14	Sr8 B64 O104	1930.65216804
4328	21	81	5	3.0	1.0	1.0	1.36	1.62	2.04	221	Sc3 Tl1 B1	103.287932054
4329	42	5	27	2.0	6.0	21.0	2.16	2.04	1.88	225	Co21 B6 Mo2	285.890313759
4330	24	5	27	2.0	6.0	21.0	1.66	2.04	1.88	225	Cr2 Co21 B6	281.046594919
4331	28	5	70	60.0	36.0	8.0	1.91	2.04	0.0	64	Yb8 Ni60 B36	1018.09749984
4332	28	5	50	21.0	6.0	2.0	1.91	2.04	1.96	225	Ni21 Sn2 B6	295.892826353
4333	5	27	50	6.0	21.0	2.0	2.04	1.88	1.96	225	Co21 Sn2 B6	295.399119679
4334	59	6	5	20.0	20.0	20.0	1.13	2.55	2.04	19	Pr20 B20 C20	904.988560405
4335	5	83	8	12.0	8.0	30.0	2.04	2.02	3.44	15	Bi8 B12 O30	529.83116103
4336	59	6	5	40.0	48.0	36.0	1.13	2.55	2.04	92	Pr40 B36 C48	1856.37984864
4337	1	20	5	64.0	8.0	16.0	2.2	1.0	2.04	61	Ca8 B16 H64	789.867934109
4338	1	20	5	8.0	4.0	8.0	2.2	1.0	2.04	62	Ca4 B8 H8	190.583581635
4339	6	5	57	48.0	36.0	40.0	2.55	2.04	1.1	92	La40 B36 C48	1918.65667096
4340	12	5	3	23.0	54.0	4.0	1.31	2.04	0.98	191	Li4 Mg23 B54	773.042030633
4341	5	83	8	1.0	12.0	20.0	2.04	2.02	3.44	197	Bi12 B1 O20	522.048511079
4342	20	5	7	18.0	12.0	24.0	1.0	2.04	3.04	58	Ca18 B12 N24	797.979377304
4343	5	8	3	18.0	1.0	7.0	2.04	3.44	0.98	6	Li7 B18 O1	238.799273009
4344	5	52	73	2.0	16.0	8.0	2.04	2.1	1.5	55	Ta8 B2 Te16	711.709533684
4345	41	5	72	1.0	4.0	1.0	1.6	2.04	1.3	71	Hf1 Nb1 B4	57.8439203999
4346	75	5	65	2.0	14.0	6.0	1.9	2.04	0.0	63	Tb6 Re2 B14	264.553909556
4347	5	65	8	6.0	2.0	12.0	2.04	0.0	3.44	15	Tb2 B6 O12	202.295942585
4348	41	5	26	3.0	3.0	3.0	1.6	2.04	1.83	189	Nb3 Fe3 B3	104.360623112
4349	6	5	66	2.0	2.0	2.0	2.55	2.04	1.22	65	Dy2 B2 C2	114.017844466
4350	53	5	40	12.0	1.0	6.0	2.66	2.04	1.33	148	Zr6 B1 I12	665.267881376
4351	64	5	8	2.0	2.0	6.0	1.2	2.04	3.44	194	Gd2 B2 O6	157.437651324
4352	14	5	22	2.0	1.0	6.0	1.9	2.04	1.54	189	Ti6 Si2 B1	132.287985464
4353	14	5	71	6.0	2.0	10.0	1.9	2.04	1.27	193	Lu10 Si6 B2	370.762516871
4354	63	5	45	1.0	1.0	3.0	0.0	2.04	2.28	221	Eu1 B1 Rh3	77.2284723806
4355	11	5	34	24.0	40.0	72.0	0.93	2.04	2.55	15	Na24 B40 Se72	3331.99712717
4356	55	5	8	4.0	36.0	52.0	0.79	2.04	3.44	91	Cs4 B36 O52	1135.55728173
4357	11	5	8	12.0	24.0	42.0	0.93	2.04	3.44	2	Na12 B24 O42	823.042974638
4358	16	5	3	52.0	28.0	20.0	2.58	2.04	0.98	1	Li20 B28 S52	1697.47518949
4359	21	5	17	7.0	1.0	12.0	1.36	2.04	3.16	148	Sc7 B1 Cl12	449.431753917
4360	19	5	8	12.0	36.0	60.0	0.82	2.04	3.44	14	K12 B36 O60	1357.21088606
4361	12	5	3	9.0	20.0	1.0	1.31	2.04	0.98	2	Li1 Mg9 B20	286.607618863
4362	44	5	65	4.0	16.0	4.0	2.2	2.04	0.0	55	Tb4 B16 Ru4	246.601480974
4363	5	26	8	8.0	16.0	32.0	2.04	1.83	3.44	7	Fe16 B8 O32	574.496775405
4364	24	5	68	4.0	16.0	4.0	1.66	2.04	1.24	55	Er4 Cr4 B16	228.566143331
4365	1	19	5	16.0	4.0	4.0	2.2	0.82	2.04	62	K4 B4 H16	245.502317344
4366	1	5	8	12.0	4.0	12.0	2.2	2.04	3.44	2	B4 H12 O12	281.217611141
4367	5	8	25	3.0	9.0	3.0	2.04	3.44	1.55	174	Mn3 B3 O9	187.87427311
4368	42	5	27	4.0	4.0	4.0	2.16	2.04	1.88	62	Co4 B4 Mo4	123.42713159
4369	1	5	7	56.0	8.0	16.0	2.2	2.04	3.04	60	B8 H56 N16	640.92584888
4370	53	1	5	8.0	104.0	80.0	2.66	2.2	2.04	14	B80 H104 I8	2241.41848446
4371	1	5	31	36.0	6.0	6.0	2.2	2.04	1.81	15	Ga6 B6 H36	541.899840129
4372	1	16	5	32.0	4.0	36.0	2.2	2.58	2.04	14	B36 H32 S4	837.931503962
4373	5	8	48	12.0	24.0	6.0	2.04	3.44	1.69	146	Cd6 B12 O24	464.169557229
4374	1	19	5	40.0	8.0	40.0	2.2	0.82	2.04	14	K8 B40 H40	1007.99612123
4375	1	5	37	72.0	80.0	8.0	2.2	2.04	0.82	33	Rb8 B80 H72	1770.45746027
4376	1	6	5	32.0	8.0	16.0	2.2	2.55	2.04	14	B16 H32 C8	599.610324295
4377	1	81	5	12.0	2.0	12.0	2.2	1.62	2.04	202	Tl2 B12 H12	319.317847639
4378	1	19	5	6.0	2.0	6.0	2.2	0.82	2.04	225	K2 B6 H6	176.233512485
4379	55	1	5	2.0	6.0	6.0	0.79	2.2	2.04	225	Cs2 B6 H6	230.260454826
4380	55	1	5	2.0	28.0	18.0	0.79	2.2	2.04	2	Cs2 B18 H28	515.700726183
4381	1	19	5	12.0	2.0	12.0	2.2	0.82	2.04	202	K2 B12 H12	313.380152633
4382	1	5	8	52.0	40.0	2.0	2.2	2.04	3.44	15	B40 H52 O2	1021.51771916
4383	1	5	7	44.0	20.0	8.0	2.2	2.04	3.04	15	B20 H44 N8	595.320200605
4384	1	5	92	64.0	16.0	4.0	2.2	2.04	1.38	96	U4 B16 H64	730.942282237
4385	1	5	7	44.0	36.0	16.0	2.2	2.04	3.04	14	B36 H44 N16	1037.96909141
4386	1	5	7	48.0	12.0	12.0	2.2	2.04	3.04	57	B12 H48 N12	630.103541329
4387	1	5	72	16.0	4.0	1.0	2.2	2.04	1.3	215	Hf1 B4 H16	216.964817819
4388	1	5	7	24.0	12.0	12.0	2.2	2.04	3.04	96	B12 H24 N12	523.342191635
4389	27	5	60	19.0	6.0	5.0	1.88	2.04	1.14	191	Nd5 Co19 B6	376.064634351
4390	1	5	8	12.0	12.0	24.0	2.2	2.04	3.44	62	B12 H12 O24	515.630067021
4391	1	5	8	24.0	24.0	48.0	2.2	2.04	3.44	218	B24 H24 O48	718.49918837
4392	1	5	92	32.0	8.0	2.0	2.2	2.04	1.38	63	U2 B8 H32	372.911143327
4393	1	5	7	16.0	20.0	8.0	2.2	2.04	3.04	15	B20 H16 N8	541.938977471
4394	5	8	68	8.0	18.0	4.0	2.04	3.44	1.24	2	Er4 B8 O18	278.11520031
4395	59	28	5	4.0	4.0	16.0	1.13	1.91	2.04	139	Pr4 Ni4 B16	258.56435024
4396	1	5	3	8.0	2.0	2.0	2.2	2.04	0.98	186	Li2 B2 H8	101.531043073
4397	1	5	11	40.0	40.0	8.0	2.2	2.04	0.93	14	Na8 B40 H40	959.470264467
4398	5	34	17	1.0	2.0	1.0	2.04	2.55	3.16	225	B1 Se2 Cl1	67.0031153894
4399	5	52	83	1.0	1.0	1.0	2.04	2.1	2.02	216	Bi1 B1 Te1	72.9264305199
4400	5	50	34	1.0	2.0	1.0	2.04	1.96	2.55	225	Sn2 B1 Se1	84.01197944
4401	14	5	56	1.0	1.0	1.0	1.9	2.04	0.89	216	Ba1 Si1 B1	78.8339831444
4402	81	52	5	1.0	2.0	1.0	1.62	2.1	2.04	216	Tl1 B1 Te2	103.805180603
4403	30	5	34	1.0	1.0	2.0	1.65	2.04	2.55	216	Zn1 B1 Se2	68.4964813468
4404	5	83	17	1.0	1.0	1.0	2.04	2.02	3.16	216	Bi1 B1 Cl1	72.7908013335
4405	28	5	52	1.0	1.0	1.0	1.91	2.04	2.1	216	Ni1 B1 Te1	46.6031730943
4406	19	5	80	1.0	1.0	2.0	0.82	2.04	2.0	216	K1 Hg2 B1	97.0859024419
4407	19	5	77	1.0	1.0	2.0	0.82	2.04	2.2	225	K1 B1 Ir2	58.4673660313
4408	32	5	49	1.0	1.0	2.0	2.01	2.04	1.78	225	In2 Ge1 B1	79.7085803358
4409	32	5	72	1.0	2.0	1.0	2.01	2.04	1.3	216	Hf1 Ge1 B2	55.3176404986
4410	5	52	40	1.0	1.0	1.0	2.04	2.1	1.33	216	Zr1 B1 Te1	67.9620151355
4411	20	5	83	1.0	1.0	1.0	1.0	2.04	2.02	216	Ca1 Bi1 B1	82.3375677336
4412	41	5	74	1.0	1.0	1.0	1.6	2.04	2.36	216	Nb1 B1 W1	51.3415534328
4413	38	5	83	1.0	1.0	1.0	0.95	2.04	2.02	216	Sr1 Bi1 B1	100.752872049
4414	4	12	5	2.0	1.0	1.0	1.57	1.31	2.04	216	Mg1 Be2 B1	40.5972138133
4415	5	80	17	1.0	2.0	1.0	2.04	2.0	3.16	216	Hg2 B1 Cl1	90.8902720227
4416	5	56	73	1.0	1.0	1.0	2.04	0.89	1.5	216	Ba1 Ta1 B1	64.8775531819
4417	75	5	57	1.0	1.0	1.0	1.9	2.04	1.1	216	La1 Re1 B1	56.6325387885
4418	28	5	83	1.0	1.0	1.0	1.91	2.04	2.02	216	Ni1 Bi1 B1	49.2698042148
4419	4	32	5	1.0	1.0	1.0	1.57	2.01	2.04	216	Be1 Ge1 B1	33.8076125402
4420	82	14	5	1.0	1.0	1.0	2.33	1.9	2.04	216	Si1 B1 Pb1	63.0670068206
4421	5	72	83	1.0	2.0	1.0	2.04	1.3	2.02	216	Hf2 Bi1 B1	80.9903716385
4422	75	5	4	1.0	1.0	1.0	1.9	2.04	1.57	216	Be1 Re1 B1	34.6051722154
4423	81	5	17	1.0	1.0	2.0	1.62	2.04	3.16	216	Tl1 B1 Cl2	91.686779414
4424	32	5	56	2.0	1.0	1.0	2.01	2.04	0.89	216	Ba1 Ge2 B1	90.8326842897
4425	5	35	3	1.0	2.0	1.0	2.04	2.96	0.98	216	Li1 B1 Br2	93.080855165
4426	11	5	78	2.0	2.0	6.0	0.93	2.04	2.28	191	Na2 B2 Pt6	152.167449297
4427	6	5	7	6.0	4.0	12.0	2.55	2.04	3.04	167	B4 C6 N12	284.705815059
4428	1	5	3	12.0	2.0	6.0	2.2	2.04	0.98	1	Li6 B2 H12	175.111447083
4429	51	5	28	2.0	6.0	21.0	2.05	2.04	1.91	225	Ni21 B6 Sb2	296.032295533
4430	1	5	7	18.0	3.0	3.0	2.2	2.04	3.04	1	B3 H18 N3	202.585017447
4431	19	5	9	1.0	1.0	4.0	0.82	2.04	3.98	1	K1 B1 F4	105.724264547
4432	5	27	66	4.0	11.0	3.0	2.04	1.88	1.22	191	Dy3 Co11 B4	213.320040194
4433	5	8	3	54.0	1.0	20.0	2.04	3.44	0.98	1	Li20 B54 O1	730.09959314
4434	5	8	3	72.0	3.0	26.0	2.04	3.44	0.98	1	Li26 B72 O3	963.780680913
4435	1	5	4	56.0	24.0	4.0	2.2	2.04	1.57	14	Be4 B24 H56	818.808571026
4436	5	8	3	4.0	8.0	4.0	2.04	3.44	0.98	14	Li4 B4 O8	158.942936562
4437	12	5	8	8.0	48.0	120.0	1.31	2.04	3.44	61	Mg8 B48 O120	2099.1831516
4438	5	27	67	6.0	14.0	4.0	2.04	1.88	1.23	191	Ho4 Co14 B6	277.025536449
4439	28	32	5	16.0	4.0	6.0	1.91	2.01	2.04	59	Ni16 Ge4 B6	261.966819809
4440	1	5	4	64.0	24.0	4.0	2.2	2.04	1.57	14	Be4 B24 H64	1028.9908498
4441	5	8	68	2.0	6.0	2.0	2.04	3.44	1.24	40	Er2 B2 O6	117.210516287
4442	5	8	62	2.0	6.0	2.0	2.04	3.44	1.17	40	Sm2 B2 O6	128.497545744
4443	5	60	77	8.0	2.0	8.0	2.04	1.14	2.2	86	Nd2 B8 Ir8	236.996477192
4444	5	8	25	2.0	6.0	2.0	2.04	3.44	1.55	167	Mn2 B2 O6	94.9348290932
4445	5	8	57	8.0	18.0	4.0	2.04	3.44	1.1	2	La4 B8 O18	315.715978583
4446	5	74	25	4.0	4.0	2.0	2.04	2.36	1.55	127	Mn2 B4 W4	107.234100744
4447	6	5	92	2.0	4.0	2.0	2.55	2.04	1.38	51	U2 B4 C2	86.4384526251
4448	51	5	8	2.0	2.0	6.0	2.05	2.04	3.44	2	B2 Sb2 O6	155.727248745
4449	76	5	60	8.0	8.0	2.0	2.2	2.04	1.14	86	Nd2 B8 Os8	233.207973341
